Timestamp,Game Rank,Game,Giantbomb ID,Total Viewers,Total Channels
2018-10-11 04:19,1,League of Legends,24024,273484,1173
2018-10-11 04:19,2,Fortnite,37030,110968,4104
2018-10-11 04:19,3,World of Warcraft,19783,29386,612
2018-10-11 04:19,4,Dota 2,32887,25679,391
2018-10-11 04:19,5,PLAYERUNKNOWN'S BATTLEGROUNDS,54979,22923,760
2018-10-11 04:19,6,Magic: The Gathering,68425,18625,127
2018-10-11 04:19,7,Just Chatting,0,17773,379
2018-10-11 04:19,8,Counter-Strike: Global Offensive,36113,14908,416
2018-10-11 04:19,9,Hearthstone,42033,14251,154
2018-10-11 04:19,10,Overwatch,48190,12576,773
2018-10-11 04:19,11,Assassin's Creed Odyssey,68771,12152,309
2018-10-11 04:19,12,Music & Performing Arts,29887,11372,207
2018-10-11 04:19,13,Casino,0,10853,32
2018-10-11 04:19,14,Always On,0,9867,18
2018-10-11 04:19,15,Dead by Daylight,52693,9738,446
2018-10-11 04:19,16,Old School RuneScape,45837,8001,100
2018-10-11 04:19,17,Tom Clancy's Rainbow Six: Siege,46562,7863,463
2018-10-11 04:19,18,Call of Duty: Black Ops 4,66897,7274,125
2018-10-11 04:19,19,FIFA 19,68608,6861,221
2018-10-11 04:19,20,StarCraft II,0,6115,54
2018-10-11 04:19,21,Destiny 2,52647,5417,500
2018-10-11 04:19,22,Dark and Light,9285,5351,11
2018-10-11 04:19,23,ASMR,0,4673,40
2018-10-11 04:19,24,MapleStory 2,48529,4051,321
2018-10-11 04:19,25,Ring Of Elysium,67377,3969,178
